,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,class
703,b'A12',30.0,b'A33',b'A49',2503.0,b'A62',b'A75',4.0,b'A93',b'A101',2.0,b'A122',41.0,b'A142',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
704,b'A12',27.0,b'A32',b'A49',2528.0,b'A61',b'A72',4.0,b'A92',b'A101',1.0,b'A122',32.0,b'A143',b'A152',1.0,b'A173',2.0,b'A192',b'A201',1
705,b'A14',15.0,b'A32',b'A40',5324.0,b'A63',b'A75',1.0,b'A92',b'A101',4.0,b'A124',35.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',1
706,b'A12',48.0,b'A32',b'A40',6560.0,b'A62',b'A74',3.0,b'A93',b'A101',2.0,b'A122',24.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
707,b'A12',12.0,b'A30',b'A42',2969.0,b'A61',b'A72',4.0,b'A92',b'A101',3.0,b'A122',25.0,b'A143',b'A151',2.0,b'A173',1.0,b'A191',b'A201',2
708,b'A12',9.0,b'A32',b'A43',1206.0,b'A61',b'A75',4.0,b'A92',b'A101',4.0,b'A121',25.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
709,b'A12',9.0,b'A32',b'A43',2118.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A121',37.0,b'A143',b'A152',1.0,b'A172',2.0,b'A191',b'A201',1
710,b'A14',18.0,b'A34',b'A43',629.0,b'A63',b'A75',4.0,b'A93',b'A101',3.0,b'A122',32.0,b'A141',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
711,b'A11',6.0,b'A31',b'A46',1198.0,b'A61',b'A75',4.0,b'A92',b'A101',4.0,b'A124',35.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',2
712,b'A14',21.0,b'A32',b'A41',2476.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A121',46.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
713,b'A11',9.0,b'A34',b'A43',1138.0,b'A61',b'A73',4.0,b'A93',b'A101',4.0,b'A121',25.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
714,b'A12',60.0,b'A32',b'A40',14027.0,b'A61',b'A74',4.0,b'A93',b'A101',2.0,b'A124',27.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',2
715,b'A14',30.0,b'A34',b'A41',7596.0,b'A65',b'A75',1.0,b'A93',b'A101',4.0,b'A123',63.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
716,b'A14',30.0,b'A34',b'A43',3077.0,b'A65',b'A75',3.0,b'A93',b'A101',2.0,b'A123',40.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
717,b'A14',18.0,b'A32',b'A43',1505.0,b'A61',b'A73',4.0,b'A93',b'A101',2.0,b'A124',32.0,b'A143',b'A153',1.0,b'A174',1.0,b'A192',b'A201',1
718,b'A13',24.0,b'A34',b'A43',3148.0,b'A65',b'A73',3.0,b'A93',b'A101',2.0,b'A123',31.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
719,b'A12',20.0,b'A30',b'A41',6148.0,b'A62',b'A75',3.0,b'A94',b'A101',4.0,b'A123',31.0,b'A141',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
720,b'A13',9.0,b'A30',b'A43',1337.0,b'A61',b'A72',4.0,b'A93',b'A101',2.0,b'A123',34.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',2
721,b'A12',6.0,b'A31',b'A46',433.0,b'A64',b'A72',4.0,b'A92',b'A101',2.0,b'A122',24.0,b'A141',b'A151',1.0,b'A173',2.0,b'A191',b'A201',2
722,b'A11',12.0,b'A32',b'A40',1228.0,b'A61',b'A73',4.0,b'A92',b'A101',2.0,b'A121',24.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
723,b'A12',9.0,b'A32',b'A43',790.0,b'A63',b'A73',4.0,b'A92',b'A101',3.0,b'A121',66.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
724,b'A14',27.0,b'A32',b'A40',2570.0,b'A61',b'A73',3.0,b'A92',b'A101',3.0,b'A121',21.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
725,b'A14',6.0,b'A34',b'A40',250.0,b'A64',b'A73',2.0,b'A92',b'A101',2.0,b'A121',41.0,b'A141',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
726,b'A14',15.0,b'A34',b'A43',1316.0,b'A63',b'A73',2.0,b'A94',b'A101',2.0,b'A122',47.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
727,b'A11',18.0,b'A32',b'A43',1882.0,b'A61',b'A73',4.0,b'A92',b'A101',4.0,b'A123',25.0,b'A141',b'A151',2.0,b'A173',1.0,b'A191',b'A201',2
728,b'A12',48.0,b'A31',b'A49',6416.0,b'A61',b'A75',4.0,b'A92',b'A101',3.0,b'A124',59.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
729,b'A13',24.0,b'A34',b'A49',1275.0,b'A64',b'A73',2.0,b'A91',b'A101',4.0,b'A121',36.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
730,b'A12',24.0,b'A33',b'A43',6403.0,b'A61',b'A72',1.0,b'A93',b'A101',2.0,b'A123',33.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
731,b'A11',24.0,b'A32',b'A43',1987.0,b'A61',b'A73',2.0,b'A93',b'A101',4.0,b'A121',21.0,b'A143',b'A151',1.0,b'A172',2.0,b'A191',b'A201',2
732,b'A12',8.0,b'A32',b'A43',760.0,b'A61',b'A74',4.0,b'A92',b'A103',2.0,b'A121',44.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
733,b'A14',24.0,b'A32',b'A41',2603.0,b'A64',b'A73',2.0,b'A92',b'A101',4.0,b'A123',28.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',1
734,b'A14',4.0,b'A34',b'A40',3380.0,b'A61',b'A74',1.0,b'A92',b'A101',1.0,b'A121',37.0,b'A143',b'A152',1.0,b'A173',2.0,b'A191',b'A201',1
735,b'A12',36.0,b'A31',b'A44',3990.0,b'A65',b'A72',3.0,b'A92',b'A101',2.0,b'A124',29.0,b'A141',b'A152',1.0,b'A171',1.0,b'A191',b'A201',1
736,b'A12',24.0,b'A32',b'A41',11560.0,b'A61',b'A73',1.0,b'A92',b'A101',4.0,b'A123',23.0,b'A143',b'A151',2.0,b'A174',1.0,b'A191',b'A201',2
737,b'A11',18.0,b'A32',b'A40',4380.0,b'A62',b'A73',3.0,b'A93',b'A101',4.0,b'A123',35.0,b'A143',b'A152',1.0,b'A172',2.0,b'A192',b'A201',1
738,b'A14',6.0,b'A34',b'A40',6761.0,b'A61',b'A74',1.0,b'A93',b'A101',3.0,b'A124',45.0,b'A143',b'A152',2.0,b'A174',2.0,b'A192',b'A201',1
739,b'A12',30.0,b'A30',b'A49',4280.0,b'A62',b'A73',4.0,b'A92',b'A101',4.0,b'A123',26.0,b'A143',b'A151',2.0,b'A172',1.0,b'A191',b'A201',2
740,b'A11',24.0,b'A31',b'A40',2325.0,b'A62',b'A74',2.0,b'A93',b'A101',3.0,b'A123',32.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
741,b'A12',10.0,b'A31',b'A43',1048.0,b'A61',b'A73',4.0,b'A93',b'A101',4.0,b'A121',23.0,b'A142',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
742,b'A14',21.0,b'A32',b'A43',3160.0,b'A65',b'A75',4.0,b'A93',b'A101',3.0,b'A122',41.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
743,b'A11',24.0,b'A31',b'A42',2483.0,b'A63',b'A73',4.0,b'A93',b'A101',4.0,b'A121',22.0,b'A142',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
744,b'A11',39.0,b'A34',b'A42',14179.0,b'A65',b'A74',4.0,b'A93',b'A101',4.0,b'A122',30.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
745,b'A11',13.0,b'A34',b'A49',1797.0,b'A61',b'A72',3.0,b'A93',b'A101',1.0,b'A122',28.0,b'A141',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
746,b'A11',15.0,b'A32',b'A40',2511.0,b'A61',b'A71',1.0,b'A92',b'A101',4.0,b'A123',23.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
747,b'A11',12.0,b'A32',b'A40',1274.0,b'A61',b'A72',3.0,b'A92',b'A101',1.0,b'A121',37.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
748,b'A14',21.0,b'A32',b'A41',5248.0,b'A65',b'A73',1.0,b'A93',b'A101',3.0,b'A123',26.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
749,b'A14',15.0,b'A32',b'A41',3029.0,b'A61',b'A74',2.0,b'A93',b'A101',2.0,b'A123',33.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
750,b'A11',6.0,b'A32',b'A42',428.0,b'A61',b'A75',2.0,b'A92',b'A101',1.0,b'A122',49.0,b'A141',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
751,b'A11',18.0,b'A32',b'A40',976.0,b'A61',b'A72',1.0,b'A92',b'A101',2.0,b'A123',23.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
752,b'A12',12.0,b'A32',b'A49',841.0,b'A62',b'A74',2.0,b'A92',b'A101',4.0,b'A121',23.0,b'A143',b'A151',1.0,b'A172',1.0,b'A191',b'A201',1
753,b'A14',30.0,b'A34',b'A43',5771.0,b'A61',b'A74',4.0,b'A92',b'A101',2.0,b'A123',25.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
754,b'A14',12.0,b'A33',b'A45',1555.0,b'A64',b'A75',4.0,b'A93',b'A101',4.0,b'A124',55.0,b'A143',b'A153',2.0,b'A173',2.0,b'A191',b'A201',2
755,b'A11',24.0,b'A32',b'A40',1285.0,b'A65',b'A74',4.0,b'A92',b'A101',4.0,b'A124',32.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
756,b'A13',6.0,b'A34',b'A40',1299.0,b'A61',b'A73',1.0,b'A93',b'A101',1.0,b'A121',74.0,b'A143',b'A152',3.0,b'A171',2.0,b'A191',b'A202',1
757,b'A13',15.0,b'A34',b'A43',1271.0,b'A65',b'A73',3.0,b'A93',b'A101',4.0,b'A124',39.0,b'A143',b'A153',2.0,b'A173',1.0,b'A192',b'A201',2
758,b'A14',24.0,b'A32',b'A40',1393.0,b'A61',b'A73',2.0,b'A93',b'A103',2.0,b'A121',31.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
759,b'A11',12.0,b'A34',b'A40',691.0,b'A61',b'A75',4.0,b'A93',b'A101',3.0,b'A122',35.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
760,b'A14',15.0,b'A34',b'A40',5045.0,b'A65',b'A75',1.0,b'A92',b'A101',4.0,b'A123',59.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
761,b'A11',18.0,b'A34',b'A42',2124.0,b'A61',b'A73',4.0,b'A92',b'A101',4.0,b'A121',24.0,b'A143',b'A151',2.0,b'A173',1.0,b'A191',b'A201',2
762,b'A11',12.0,b'A32',b'A43',2214.0,b'A61',b'A73',4.0,b'A93',b'A101',3.0,b'A122',24.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
763,b'A14',21.0,b'A34',b'A40',1268.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A124',30.0,b'A143',b'A153',1.0,b'A174',1.0,b'A192',b'A201',2
764,b'A14',24.0,b'A34',b'A40',2463.0,b'A62',b'A74',4.0,b'A94',b'A101',3.0,b'A122',27.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
765,b'A12',12.0,b'A32',b'A43',1155.0,b'A61',b'A75',3.0,b'A94',b'A103',3.0,b'A121',40.0,b'A141',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
766,b'A11',30.0,b'A32',b'A42',3108.0,b'A61',b'A72',2.0,b'A91',b'A101',4.0,b'A122',31.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
767,b'A14',10.0,b'A32',b'A41',2901.0,b'A65',b'A72',1.0,b'A92',b'A101',4.0,b'A121',31.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
768,b'A12',12.0,b'A34',b'A42',3617.0,b'A61',b'A75',1.0,b'A93',b'A101',4.0,b'A123',28.0,b'A143',b'A151',3.0,b'A173',1.0,b'A192',b'A201',1
769,b'A14',12.0,b'A34',b'A43',1655.0,b'A61',b'A75',2.0,b'A93',b'A101',4.0,b'A121',63.0,b'A143',b'A152',2.0,b'A172',1.0,b'A192',b'A201',1
770,b'A11',24.0,b'A32',b'A41',2812.0,b'A65',b'A75',2.0,b'A92',b'A101',4.0,b'A121',26.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
771,b'A11',36.0,b'A34',b'A46',8065.0,b'A61',b'A73',3.0,b'A92',b'A101',2.0,b'A124',25.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',2
772,b'A14',21.0,b'A34',b'A41',3275.0,b'A61',b'A75',1.0,b'A93',b'A101',4.0,b'A123',36.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
773,b'A14',24.0,b'A34',b'A43',2223.0,b'A62',b'A75',4.0,b'A93',b'A101',4.0,b'A122',52.0,b'A141',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
774,b'A13',12.0,b'A34',b'A40',1480.0,b'A63',b'A71',2.0,b'A93',b'A101',4.0,b'A124',66.0,b'A141',b'A153',3.0,b'A171',1.0,b'A191',b'A201',1
775,b'A11',24.0,b'A32',b'A40',1371.0,b'A65',b'A73',4.0,b'A92',b'A101',4.0,b'A121',25.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
776,b'A14',36.0,b'A34',b'A40',3535.0,b'A61',b'A74',4.0,b'A93',b'A101',4.0,b'A123',37.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
777,b'A11',18.0,b'A32',b'A43',3509.0,b'A61',b'A74',4.0,b'A92',b'A103',1.0,b'A121',25.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
778,b'A14',36.0,b'A34',b'A41',5711.0,b'A64',b'A75',4.0,b'A93',b'A101',2.0,b'A123',38.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
779,b'A12',18.0,b'A32',b'A45',3872.0,b'A61',b'A71',2.0,b'A92',b'A101',4.0,b'A123',67.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
780,b'A12',39.0,b'A34',b'A43',4933.0,b'A61',b'A74',2.0,b'A93',b'A103',2.0,b'A121',25.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
781,b'A14',24.0,b'A34',b'A40',1940.0,b'A64',b'A75',4.0,b'A93',b'A101',4.0,b'A121',60.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
782,b'A12',12.0,b'A30',b'A48',1410.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A121',31.0,b'A143',b'A152',1.0,b'A172',1.0,b'A192',b'A201',1
783,b'A12',12.0,b'A32',b'A40',836.0,b'A62',b'A72',4.0,b'A92',b'A101',2.0,b'A122',23.0,b'A141',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
784,b'A12',20.0,b'A32',b'A41',6468.0,b'A65',b'A71',1.0,b'A91',b'A101',4.0,b'A121',60.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
785,b'A12',18.0,b'A32',b'A49',1941.0,b'A64',b'A73',4.0,b'A93',b'A101',2.0,b'A122',35.0,b'A143',b'A152',1.0,b'A172',1.0,b'A192',b'A201',1
786,b'A14',22.0,b'A32',b'A43',2675.0,b'A63',b'A75',3.0,b'A93',b'A101',4.0,b'A123',40.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
787,b'A14',48.0,b'A34',b'A41',2751.0,b'A65',b'A75',4.0,b'A93',b'A101',3.0,b'A123',38.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
788,b'A12',48.0,b'A33',b'A46',6224.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A124',50.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',2
789,b'A11',40.0,b'A34',b'A46',5998.0,b'A61',b'A73',4.0,b'A93',b'A101',3.0,b'A124',27.0,b'A141',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
790,b'A12',21.0,b'A32',b'A49',1188.0,b'A61',b'A75',2.0,b'A92',b'A101',4.0,b'A122',39.0,b'A143',b'A152',1.0,b'A173',2.0,b'A191',b'A201',2
791,b'A14',24.0,b'A32',b'A41',6313.0,b'A65',b'A75',3.0,b'A93',b'A101',4.0,b'A123',41.0,b'A143',b'A152',1.0,b'A174',2.0,b'A192',b'A201',1
792,b'A14',6.0,b'A34',b'A42',1221.0,b'A65',b'A73',1.0,b'A94',b'A101',2.0,b'A122',27.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
793,b'A13',24.0,b'A32',b'A42',2892.0,b'A61',b'A75',3.0,b'A91',b'A101',4.0,b'A124',51.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',1
794,b'A14',24.0,b'A32',b'A42',3062.0,b'A63',b'A75',4.0,b'A93',b'A101',3.0,b'A124',32.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',1
795,b'A14',9.0,b'A32',b'A42',2301.0,b'A62',b'A72',2.0,b'A92',b'A101',4.0,b'A122',22.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
796,b'A11',18.0,b'A32',b'A41',7511.0,b'A65',b'A75',1.0,b'A93',b'A101',4.0,b'A122',51.0,b'A143',b'A153',1.0,b'A173',2.0,b'A192',b'A201',2
797,b'A14',12.0,b'A34',b'A42',1258.0,b'A61',b'A72',2.0,b'A92',b'A101',4.0,b'A122',22.0,b'A143',b'A151',2.0,b'A172',1.0,b'A191',b'A201',1
798,b'A14',24.0,b'A33',b'A40',717.0,b'A65',b'A75',4.0,b'A94',b'A101',4.0,b'A123',54.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
799,b'A12',9.0,b'A32',b'A40',1549.0,b'A65',b'A72',4.0,b'A93',b'A101',2.0,b'A121',35.0,b'A143',b'A152',1.0,b'A171',1.0,b'A191',b'A201',1
800,b'A14',24.0,b'A34',b'A46',1597.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A124',54.0,b'A143',b'A153',2.0,b'A173',2.0,b'A191',b'A201',1
801,b'A12',18.0,b'A34',b'A43',1795.0,b'A61',b'A75',3.0,b'A92',b'A103',4.0,b'A121',48.0,b'A141',b'A151',2.0,b'A172',1.0,b'A192',b'A201',1
802,b'A11',20.0,b'A34',b'A42',4272.0,b'A61',b'A75',1.0,b'A92',b'A101',4.0,b'A122',24.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
803,b'A14',12.0,b'A34',b'A43',976.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A123',35.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
804,b'A12',12.0,b'A32',b'A40',7472.0,b'A65',b'A71',1.0,b'A92',b'A101',2.0,b'A121',24.0,b'A143',b'A151',1.0,b'A171',1.0,b'A191',b'A201',1
805,b'A11',36.0,b'A32',b'A40',9271.0,b'A61',b'A74',2.0,b'A93',b'A101',1.0,b'A123',24.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
806,b'A12',6.0,b'A32',b'A43',590.0,b'A61',b'A72',3.0,b'A94',b'A101',3.0,b'A121',26.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A202',1
807,b'A14',12.0,b'A34',b'A43',930.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A121',65.0,b'A143',b'A152',4.0,b'A173',1.0,b'A191',b'A201',1
808,b'A12',42.0,b'A31',b'A41',9283.0,b'A61',b'A71',1.0,b'A93',b'A101',2.0,b'A124',55.0,b'A141',b'A153',1.0,b'A174',1.0,b'A192',b'A201',1
809,b'A12',15.0,b'A30',b'A40',1778.0,b'A61',b'A72',2.0,b'A92',b'A101',1.0,b'A121',26.0,b'A143',b'A151',2.0,b'A171',1.0,b'A191',b'A201',2
810,b'A12',8.0,b'A32',b'A49',907.0,b'A61',b'A72',3.0,b'A94',b'A101',2.0,b'A121',26.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
811,b'A12',6.0,b'A32',b'A43',484.0,b'A61',b'A74',3.0,b'A94',b'A103',3.0,b'A121',28.0,b'A141',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
812,b'A11',36.0,b'A34',b'A41',9629.0,b'A61',b'A74',4.0,b'A93',b'A101',4.0,b'A123',24.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',2
813,b'A11',48.0,b'A32',b'A44',3051.0,b'A61',b'A73',3.0,b'A93',b'A101',4.0,b'A123',54.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
814,b'A11',48.0,b'A32',b'A40',3931.0,b'A61',b'A74',4.0,b'A93',b'A101',4.0,b'A124',46.0,b'A143',b'A153',1.0,b'A173',2.0,b'A191',b'A201',2
815,b'A12',36.0,b'A33',b'A40',7432.0,b'A61',b'A73',2.0,b'A92',b'A101',2.0,b'A122',54.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
816,b'A14',6.0,b'A32',b'A44',1338.0,b'A63',b'A73',1.0,b'A91',b'A101',4.0,b'A121',62.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
817,b'A14',6.0,b'A34',b'A43',1554.0,b'A61',b'A74',1.0,b'A92',b'A101',2.0,b'A123',24.0,b'A143',b'A151',2.0,b'A173',1.0,b'A192',b'A201',1
818,b'A11',36.0,b'A32',b'A41',15857.0,b'A61',b'A71',2.0,b'A91',b'A102',3.0,b'A123',43.0,b'A143',b'A152',1.0,b'A174',1.0,b'A191',b'A201',1
819,b'A11',18.0,b'A32',b'A43',1345.0,b'A61',b'A73',4.0,b'A94',b'A101',3.0,b'A121',26.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
820,b'A14',12.0,b'A32',b'A40',1101.0,b'A61',b'A73',3.0,b'A94',b'A101',2.0,b'A121',27.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
821,b'A13',12.0,b'A32',b'A43',3016.0,b'A61',b'A73',3.0,b'A94',b'A101',1.0,b'A123',24.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
822,b'A11',36.0,b'A32',b'A42',2712.0,b'A61',b'A75',2.0,b'A93',b'A101',2.0,b'A122',41.0,b'A141',b'A152',1.0,b'A173',2.0,b'A191',b'A201',2
823,b'A11',8.0,b'A34',b'A40',731.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A121',47.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
824,b'A14',18.0,b'A34',b'A42',3780.0,b'A61',b'A72',3.0,b'A91',b'A101',2.0,b'A123',35.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
825,b'A11',21.0,b'A34',b'A40',1602.0,b'A61',b'A75',4.0,b'A94',b'A101',3.0,b'A123',30.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
826,b'A11',18.0,b'A34',b'A40',3966.0,b'A61',b'A75',1.0,b'A92',b'A101',4.0,b'A121',33.0,b'A141',b'A151',3.0,b'A173',1.0,b'A192',b'A201',2
827,b'A14',18.0,b'A30',b'A49',4165.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A123',36.0,b'A142',b'A152',2.0,b'A173',2.0,b'A191',b'A201',2
828,b'A11',36.0,b'A32',b'A41',8335.0,b'A65',b'A75',3.0,b'A93',b'A101',4.0,b'A124',47.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',2
829,b'A12',48.0,b'A33',b'A49',6681.0,b'A65',b'A73',4.0,b'A93',b'A101',4.0,b'A124',38.0,b'A143',b'A153',1.0,b'A173',2.0,b'A192',b'A201',1
830,b'A14',24.0,b'A33',b'A49',2375.0,b'A63',b'A73',4.0,b'A93',b'A101',2.0,b'A123',44.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
831,b'A11',18.0,b'A32',b'A40',1216.0,b'A61',b'A72',4.0,b'A92',b'A101',3.0,b'A123',23.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',2
832,b'A11',45.0,b'A30',b'A49',11816.0,b'A61',b'A75',2.0,b'A93',b'A101',4.0,b'A123',29.0,b'A143',b'A151',2.0,b'A173',1.0,b'A191',b'A201',2
833,b'A12',24.0,b'A32',b'A43',5084.0,b'A65',b'A75',2.0,b'A92',b'A101',4.0,b'A123',42.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
834,b'A13',15.0,b'A32',b'A43',2327.0,b'A61',b'A72',2.0,b'A92',b'A101',3.0,b'A121',25.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
835,b'A11',12.0,b'A30',b'A40',1082.0,b'A61',b'A73',4.0,b'A93',b'A101',4.0,b'A123',48.0,b'A141',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
836,b'A14',12.0,b'A32',b'A43',886.0,b'A65',b'A73',4.0,b'A92',b'A101',2.0,b'A123',21.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
837,b'A14',4.0,b'A32',b'A42',601.0,b'A61',b'A72',1.0,b'A92',b'A101',3.0,b'A121',23.0,b'A143',b'A151',1.0,b'A172',2.0,b'A191',b'A201',1
838,b'A11',24.0,b'A34',b'A41',2957.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A122',63.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
839,b'A14',24.0,b'A34',b'A43',2611.0,b'A61',b'A75',4.0,b'A94',b'A102',3.0,b'A121',46.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
840,b'A11',36.0,b'A32',b'A42',5179.0,b'A61',b'A74',4.0,b'A93',b'A101',2.0,b'A122',29.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
841,b'A14',21.0,b'A33',b'A41',2993.0,b'A61',b'A73',3.0,b'A93',b'A101',2.0,b'A121',28.0,b'A142',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
842,b'A14',18.0,b'A32',b'A45',1943.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A121',23.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
843,b'A14',24.0,b'A31',b'A49',1559.0,b'A61',b'A74',4.0,b'A93',b'A101',4.0,b'A123',50.0,b'A141',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
